date,storage,outflow,type
2007-09-30,0.779,,1
2007-10-01,0.779,0.0,1
2007-10-02,0.828,0.0,1
2007-10-03,0.838,0.0,1
2007-10-04,0.838,0.0,1
2007-10-05,0.838,0.0,1
2007-10-06,0.838,0.0,1
2007-10-07,0.838,0.0,1
2007-10-08,0.838,0.0,1
2007-10-09,0.838,0.0,1
2007-10-10,0.838,0.0,1
2007-10-11,0.838,0.0,1
2007-10-12,0.838,0.0,1
2007-10-13,0.833,0.0,1
2007-10-14,0.833,0.0,1
2007-10-15,0.833,0.0,1
2007-10-16,0.833,0.0,1
2007-10-17,0.828,0.0,1
2007-10-18,0.828,0.0,1
2007-10-19,0.828,0.0,1
2007-10-20,0.828,0.0,1
2007-10-21,0.828,0.0,1
2007-10-22,0.823,0.0,1
2007-10-23,0.823,0.0,1
2007-10-24,0.823,0.0,1
2007-10-25,0.828,0.0,1
2007-10-26,0.828,0.0,1
2007-10-27,0.823,0.0,1
2007-10-28,0.823,0.0,1
2007-10-29,0.823,0.0,1
2007-10-30,0.823,0.0,1
2007-10-31,0.823,0.0,1
2007-11-01,0.823,0.0,1
2007-11-02,0.823,0.0,1
2007-11-03,0.818,0.0,1
2007-11-04,0.818,0.0,1
2007-11-05,0.818,0.0,1
2007-11-06,0.813,0.0,1
2007-11-07,0.813,0.0,1
2007-11-08,0.813,0.0,1
2007-11-09,0.813,0.0,1
2007-11-10,0.813,0.0,1
2007-11-11,0.813,0.0,1
2007-11-12,0.808,0.0,1
2007-11-13,0.808,0.0,1
2007-11-14,0.808,0.0,1
2007-11-15,0.808,0.0,1
2007-11-16,0.808,0.0,1
2007-11-17,0.808,0.0,1
2007-11-18,0.808,0.0,1
2007-11-19,0.808,0.0,1
2007-11-20,0.813,0.0,1
2007-11-21,0.828,0.0,1
2007-11-22,0.828,0.0,1
2007-11-23,0.828,0.0,1
2007-11-24,0.828,0.0,1
2007-11-25,0.828,0.0,1
2007-11-26,0.828,0.0,1
2007-11-27,0.828,0.0,1
2007-11-28,0.828,0.0,1
2007-11-29,0.828,0.0,1
2007-11-30,0.828,0.0,1
2007-12-01,0.828,0.0,1
2007-12-02,0.828,0.0,1
2007-12-03,0.828,0.0,1
2007-12-04,0.828,0.0,1
2007-12-05,0.828,0.0,1
2007-12-06,0.828,0.0,1
2007-12-07,0.828,0.0,1
2007-12-08,0.828,0.0,1
2007-12-09,0.828,0.0,1
2007-12-10,0.828,0.0,1
2007-12-11,0.828,0.0,1
2007-12-12,0.828,0.0,1
2007-12-13,0.828,0.0,1
2007-12-14,0.828,0.0,1
2007-12-15,0.828,0.0,1
2007-12-16,0.828,0.0,1
2007-12-17,0.828,0.0,1
2007-12-18,0.828,0.0,1
2007-12-19,0.828,0.0,1
2007-12-20,0.828,0.0,1
2007-12-21,0.828,0.0,1
2007-12-22,0.833,0.0,1
2007-12-23,0.833,0.0,1
2007-12-24,0.833,0.0,1
2007-12-25,0.833,0.0,1
2007-12-26,0.833,0.0,1
2007-12-27,0.833,0.0,1
2007-12-28,0.833,0.0,1
2007-12-29,0.838,0.0,1
2007-12-30,0.838,0.0,1
2007-12-31,0.838,0.0,1
2008-01-01,0.838,0.0,1
2008-01-02,0.838,0.0,1
2008-01-03,0.838,0.0,1
2008-01-04,0.852,0.0,1
2008-01-05,0.857,0.0,1
2008-01-06,0.857,0.0,1
2008-01-07,0.862,0.0,1
2008-01-08,0.862,0.0,1
2008-01-09,0.862,0.0,1
2008-01-10,0.857,0.0,1
2008-01-11,0.857,0.0,1
2008-01-12,0.818,0.0,1
2008-01-13,0.818,0.0,1
2008-01-14,0.818,0.0,1
2008-01-15,0.818,0.0,1
2008-01-16,0.872,0.0,1
2008-01-17,0.872,0.0,1
2008-01-18,0.872,0.0,1
2008-01-19,0.872,0.0,1
2008-01-20,0.872,0.0,1
2008-01-21,0.872,0.0,1
2008-01-22,0.877,0.0,1
2008-01-23,0.877,0.0,1
2008-01-24,0.877,0.0,1
2008-01-25,0.877,0.0,1
2008-01-26,0.877,0.0,1
2008-01-27,0.882,0.0,1
2008-01-28,0.882,0.0,1
2008-01-29,0.882,0.0,1
2008-01-30,0.882,0.0,1
2008-01-31,0.882,0.0,1
2008-02-01,0.882,0.0,1
2008-02-02,0.882,0.0,1
2008-02-03,0.887,0.0,1
2008-02-04,0.892,0.0,1
2008-02-05,0.892,0.0,1
2008-02-06,0.892,0.0,1
2008-02-07,0.892,0.0,1
2008-02-08,0.892,0.0,1
2008-02-09,0.892,0.0,1
2008-02-10,0.892,0.0,1
2008-02-11,0.892,0.0,1
2008-02-12,0.892,0.0,1
2008-02-13,0.892,0.0,1
2008-02-14,0.892,0.0,1
2008-02-15,0.892,0.0,1
2008-02-16,0.892,0.0,1
2008-02-17,0.892,0.0,1
2008-02-18,0.892,0.0,1
2008-02-19,0.897,0.0,1
2008-02-20,0.897,0.0,1
2008-02-21,0.897,0.0,1
2008-02-22,0.897,0.0,1
2008-02-23,0.897,0.0,1
2008-02-24,0.897,0.0,1
2008-02-25,0.902,0.0,1
2008-02-26,0.902,0.0,1
2008-02-27,0.902,0.0,1
2008-02-28,0.902,0.0,1
2008-02-29,0.902,0.0,1
2008-03-01,0.902,0.0,1
2008-03-02,0.902,0.0,1
2008-03-03,0.902,0.0,1
2008-03-04,0.902,0.0,1
2008-03-05,0.902,0.0,1
2008-03-06,0.902,0.0,1
2008-03-07,0.902,0.0,1
2008-03-08,0.902,0.0,1
2008-03-09,0.902,0.0,1
2008-03-10,0.902,0.0,1
2008-03-11,0.902,0.0,1
2008-03-12,0.902,0.0,1
2008-03-13,0.902,0.0,1
2008-03-14,0.902,0.0,1
2008-03-15,0.902,0.0,1
2008-03-16,0.902,0.0,1
2008-03-17,0.902,0.0,1
2008-03-18,0.902,0.0,1
2008-03-19,0.902,0.0,1
2008-03-20,0.897,0.0,1
2008-03-21,0.897,0.0,1
2008-03-22,0.897,0.0,1
2008-03-23,0.897,0.0,1
2008-03-24,0.897,0.0,1
2008-03-25,0.897,0.0,1
2008-03-26,0.897,0.0,1
2008-03-27,0.897,0.0,1
2008-03-28,0.897,0.0,1
2008-03-29,0.892,0.0,1
2008-03-30,0.892,0.0,1
2008-03-31,0.892,0.0,1
2008-04-01,0.892,0.0,1
2008-04-02,0.892,0.0,1
2008-04-03,0.892,0.0,1
2008-04-04,0.892,0.0,1
2008-04-05,0.892,0.0,1
2008-04-06,0.892,0.0,1
2008-04-07,0.892,0.0,1
2008-04-08,0.892,0.0,1
2008-04-09,0.902,0.0,1
2008-04-10,0.907,0.0,1
2008-04-11,0.911,0.0,1
2008-04-12,0.911,0.0,1
2008-04-13,0.911,0.0,1
2008-04-14,0.911,0.0,1
2008-04-15,0.911,0.0,1
2008-04-16,0.911,0.0,1
2008-04-17,0.911,0.0,1
2008-04-18,0.931,0.0,1
2008-04-19,0.936,0.0,1
2008-04-20,0.946,0.0,1
2008-04-21,0.951,0.0,1
2008-04-22,0.951,0.0,1
2008-04-23,0.956,0.0,1
2008-04-24,0.961,0.0,1
2008-04-25,0.965,0.0,1
2008-04-26,0.97,0.0,1
2008-04-27,0.975,0.0,1
2008-04-28,0.98,0.0,1
2008-04-29,0.98,0.0,1
2008-04-30,0.98,0.0,1
2008-05-01,0.98,0.0,1
2008-05-02,0.98,0.0,1
2008-05-03,0.98,0.0,1
2008-05-04,0.98,0.0,1
2008-05-05,0.98,0.0,1
2008-05-06,0.98,0.0,1
2008-05-07,0.98,0.0,1
2008-05-08,0.98,0.0,1
2008-05-09,1.01,0.0,1
2008-05-10,1.02,0.0,1
2008-05-11,1.024,0.0,1
2008-05-12,1.024,0.0,1
2008-05-13,1.024,0.0,1
2008-05-14,1.029,0.0,1
2008-05-15,1.029,0.0,1
2008-05-16,1.034,0.0,1
2008-05-17,1.034,0.0,1
2008-05-18,1.034,0.0,1
